fact_id,area,page_title,page_url,claim,quote,tier,gap_flag,last_verified,page_fingerprint
OA-0292,troubleshooting,Testing Automations,https://docs.optionalpha.com/technical-documentation/troubleshooting/testing-automations,Test results are viewable immediately in the Automation Log.,You can view all information immediately in the Automation Log.,DOCUMENTED,,2026-08-04,902b6c270a30c57a8553bb7c989ba710df1b0b15a08a68bd48e412626e17cc09
OA-0293,troubleshooting,Testing Automations,https://docs.optionalpha.com/technical-documentation/troubleshooting/testing-automations,A test run never opens positions.,"Remember, this is only running a test inside the bot. Positions will not be opened, and no actions will be visible in the Bot Log.",DOCUMENTED,,2026-08-04,902b6c270a30c57a8553bb7c989ba710df1b0b15a08a68bd48e412626e17cc09
OA-0294,troubleshooting,Testing Automations,https://docs.optionalpha.com/technical-documentation/troubleshooting/testing-automations,A test run produces no actions visible in the Bot Log.,"Positions will not be opened, and no actions will be visible in the Bot Log.",DOCUMENTED,,2026-08-04,902b6c270a30c57a8553bb7c989ba710df1b0b15a08a68bd48e412626e17cc09
OA-0295,troubleshooting,Testing Automations,https://docs.optionalpha.com/technical-documentation/troubleshooting/testing-automations,"Changing a variable such as a technical indicator can flip whether a position would be opened or closed at the end of the automation, and testing surfaces this.","Testing your bots is also a proactive way to review how different variables affect the bot. For example, changing a technical indicator may determine whether or not a position will be opened or closed at the end of the automation.",DOCUMENTED,,2026-08-04,902b6c270a30c57a8553bb7c989ba710df1b0b15a08a68bd48e412626e17cc09
OA-0296,troubleshooting,Testing Automations,https://docs.optionalpha.com/technical-documentation/troubleshooting/testing-automations,The page does not say whether test runs count toward platform counters such as the daily symbol limit or the excessive-errors failsafe.,,DOCS-SILENT,Do test runs count toward the daily symbol limit or the excessive-errors failsafe?,2026-08-04,902b6c270a30c57a8553bb7c989ba710df1b0b15a08a68bd48e412626e17cc09
OA-0297,troubleshooting,Testing Automations,https://docs.optionalpha.com/technical-documentation/troubleshooting/testing-automations,"The page states positions are not opened and nothing appears in the Bot Log, but does not say whether non-position actions (tags, notifications, webhooks) execute during a test.",,DOCS-SILENT,"Do side-effect actions like tagging, notifications, or webhooks execute during a test run?",2026-08-04,902b6c270a30c57a8553bb7c989ba710df1b0b15a08a68bd48e412626e17cc09
OA-0298,troubleshooting,Broker Rejection Errors,https://docs.optionalpha.com/technical-documentation/troubleshooting/broker-rejection-errors,"Broker rejection error messages are generated by each broker's own API, not by Option Alpha or the autotrading platform, and message wording varies by broker and by trade direction.","It is important to note that these error messages are returned from the broker and are not generated by Option Alpha or the autotrading platform. Each broker has their own unique error language, that will vary slightly depending on the direction of the rejected trade.",DOCUMENTED,,2026-08-04,70fc004cc845b0b3578f7d85af96986d00a350f189b89db0296dba7727c12161
OA-0299,troubleshooting,Broker Rejection Errors,https://docs.optionalpha.com/technical-documentation/troubleshooting/broker-rejection-errors,"If a new position order would offset the legs of an existing position (""stepping on"" the existing legs), the broker generates a rejection error — regardless of whether the overlap occurs within a single bot or across two separate bots, since the broker does not distinguish order origin within the same brokerage account.","If a new position order offsets the legs of an existing position, the broker will generate an error to prevent ""stepping on"" the existing legs. This error will display regardless of whether overlapping strikes occur within a single bot or two separate bots, and the broker does not differentiate between order origination within the same brokerage account.",DOCUMENTED,,2026-08-04,70fc004cc845b0b3578f7d85af96986d00a350f189b89db0296dba7727c12161
OA-0300,troubleshooting,Broker Rejection Errors,https://docs.optionalpha.com/technical-documentation/troubleshooting/broker-rejection-errors,"For a stepping-on-strikes rejection, Tastytrade responds with ""You cannot sell to open against a long position.""","**Tastytrade** responds: ""Order rejected by tastytrade: You cannot sell to open against a long position.""",DOCUMENTED,,2026-08-04,70fc004cc845b0b3578f7d85af96986d00a350f189b89db0296dba7727c12161
OA-0301,troubleshooting,Broker Rejection Errors,https://docs.optionalpha.com/technical-documentation/troubleshooting/broker-rejection-errors,"For a stepping-on-strikes rejection, TradeStation responds with error code EC804 (""Boxed positions are not permitted..."").","**TradeStation** responds: ""Order rejected by TradeStation: EC804: Boxed positions are not permitted. To close long position, try a ""Sell"" order""",DOCUMENTED,,2026-08-04,70fc004cc845b0b3578f7d85af96986d00a350f189b89db0296dba7727c12161
OA-0302,troubleshooting,Broker Rejection Errors,https://docs.optionalpha.com/technical-documentation/troubleshooting/broker-rejection-errors,"For a stepping-on-strikes rejection, Tradier responds with ""Backoffice rejected override of the order. Unexpected SellShortOrder"".","**Tradier** responds: ""Order rejected by Tradier: Backoffice rejected override of the order. Unexpected SellShortOrder""",DOCUMENTED,,2026-08-04,70fc004cc845b0b3578f7d85af96986d00a350f189b89db0296dba7727c12161
OA-0303,troubleshooting,Broker Rejection Errors,https://docs.optionalpha.com/technical-documentation/troubleshooting/broker-rejection-errors,A duplicate-order rejection occurs when a resting limit order was created manually via the brokerage platform and a bot then attempts its own closing action on the same position.,"In situations where you have a resting limit order that was created through your brokerage platform and a bot attempts to perform a closing action of its own for the same position, the broker will reject the order.",DOCUMENTED,,2026-08-04,70fc004cc845b0b3578f7d85af96986d00a350f189b89db0296dba7727c12161
OA-0304,troubleshooting,Broker Rejection Errors,https://docs.optionalpha.com/technical-documentation/troubleshooting/broker-rejection-errors,"For a duplicate-order rejection, Tastytrade responds ""You already have a closing order for [symbol] which must be canceled before this order can be routed"".","**Tastytrade** responds: ""Order rejected by tastytrade: You already have a closing order for \[symbol] which must be canceled before this order can be routed""",DOCUMENTED,,2026-08-04,70fc004cc845b0b3578f7d85af96986d00a350f189b89db0296dba7727c12161
OA-0305,troubleshooting,Broker Rejection Errors,https://docs.optionalpha.com/technical-documentation/troubleshooting/broker-rejection-errors,"For a duplicate-order rejection, TradeStation responds with error code EC703 (""You are long 1.00 shares with 1.00 remaining on sell orders!"").","**TradeStation** responds: ""Order rejected by TradeStation: EC703: You are long 1.00 shares with 1.00 remaining on sell orders!""",DOCUMENTED,,2026-08-04,70fc004cc845b0b3578f7d85af96986d00a350f189b89db0296dba7727c12161
OA-0306,troubleshooting,Broker Rejection Errors,https://docs.optionalpha.com/technical-documentation/troubleshooting/broker-rejection-errors,"For a duplicate-order rejection, Tradier responds ""Backoffice rejected override of the order. ShortPositionCrossZero"".","**Tradier** responds: ""Order rejected by Tradier: Backoffice rejected override of the order. ShortPositionCrossZero""",DOCUMENTED,,2026-08-04,70fc004cc845b0b3578f7d85af96986d00a350f189b89db0296dba7727c12161
OA-0307,troubleshooting,Broker Rejection Errors,https://docs.optionalpha.com/technical-documentation/troubleshooting/broker-rejection-errors,"PDT (Pattern Day Trader) restrictions, imposed by the brokerage, block accounts with less than $25,000 from day trading; if an order violates PDT rules, the broker responds with its own error and imposes the restriction starting the following day.","Pattern Day Trader restrictions are imposed by the brokerage and prevents people with less than $25,000 in their investment accounts from engaging in day trading. If an order violates the PDT rules each broker will respond with their own error and impose the restriction the following day.",DOCUMENTED,,2026-08-04,70fc004cc845b0b3578f7d85af96986d00a350f189b89db0296dba7727c12161
OA-0308,troubleshooting,Broker Rejection Errors,https://docs.optionalpha.com/technical-documentation/troubleshooting/broker-rejection-errors,"For a PDT violation, Tastytrade responds ""Account is set to closing only and this order has an opening leg.""","**Tastytrade** responds: ""Order rejected by tastytrade: Account is set to closing only and this order has an opening leg.""",DOCUMENTED,,2026-08-04,70fc004cc845b0b3578f7d85af96986d00a350f189b89db0296dba7727c12161
OA-0309,troubleshooting,Broker Rejection Errors,https://docs.optionalpha.com/technical-documentation/troubleshooting/broker-rejection-errors,"For a PDT violation, TradeStation responds with error code EC501 (""Day trading margin rules, too many opening trades, please call Trade Desk"").","**TradeStation** responds: ""Order rejected by TradeStation: EC501: Day trading margin rules, too many opening trades, please call Trade Desk""",DOCUMENTED,,2026-08-04,70fc004cc845b0b3578f7d85af96986d00a350f189b89db0296dba7727c12161
OA-0310,troubleshooting,Broker Rejection Errors,https://docs.optionalpha.com/technical-documentation/troubleshooting/broker-rejection-errors,"For a PDT violation, Tradier responds ""Backoffice rejected override of the order. DayTraderPatternRestriction"".","**Tradier** responds: ""Order rejected by Tradier: Backoffice rejected override of the order. DayTraderPatternRestriction""",DOCUMENTED,,2026-08-04,70fc004cc845b0b3578f7d85af96986d00a350f189b89db0296dba7727c12161
OA-0311,troubleshooting,Broker Rejection Errors,https://docs.optionalpha.com/technical-documentation/troubleshooting/broker-rejection-errors,"The page names three common categories of broker rejection error: stepping-on-strikes, duplicate orders, and PDT violations, but states the page covers ""the most common"" error messages, implying the list is not exhaustive.",This page will outline the most common error messages you might encounter when submitting orders on the autotrading platform through your brokers API.,DOCUMENTED,,2026-08-04,70fc004cc845b0b3578f7d85af96986d00a350f189b89db0296dba7727c12161
OA-0312,troubleshooting,Broker Rejection Errors,https://docs.optionalpha.com/technical-documentation/troubleshooting/broker-rejection-errors,"The page does not enumerate any Schwab/TD Ameritrade or Interactive Brokers-specific rejection error text, covering only Tastytrade, TradeStation, and Tradier by name.",,DOCS-SILENT,"What do rejection errors look like for brokers other than Tastytrade, TradeStation, and Tradier (e.g. Schwab, IBKR) that Option Alpha supports?",2026-08-04,70fc004cc845b0b3578f7d85af96986d00a350f189b89db0296dba7727c12161
OA-0313,troubleshooting,Capital Warnings,https://docs.optionalpha.com/technical-documentation/troubleshooting/capital-warnings,"The ""Not Enough Available Capital"" warning occurs when a trade is attempted and the bot lacks sufficient available funds to cover the position.",The “Not Enough Available Capital” warning occurs when a trade is attempted and the bot does not have sufficient funds available to cover the position.,DOCUMENTED,,2026-08-04,fbf0bfb796ea6d713fffce2d6423b74fe0a5dc01b31781ef1b49720758751b1a
OA-0314,troubleshooting,Capital Warnings,https://docs.optionalpha.com/technical-documentation/troubleshooting/capital-warnings,"A bot can have enough total capital allocated for a single trade in principle, yet still trigger the capital warning because some of that allocated capital is already committed to other currently open trades.","Although there may be enough capital allocated to the bot for any single trade, some of that capital may already be in use for other opened trades. See the Capital section of the bot's Dashboard for a description of currently available funds.",DOCUMENTED,,2026-08-04,fbf0bfb796ea6d713fffce2d6423b74fe0a5dc01b31781ef1b49720758751b1a
OA-0315,troubleshooting,Capital Warnings,https://docs.optionalpha.com/technical-documentation/troubleshooting/capital-warnings,A bot's capital allocation can be edited at any time in the Safeguards section of the bot's Settings tab.,You can always edit your bot's allocation in the Safeguards section of the Settings tab.,DOCUMENTED,,2026-08-04,fbf0bfb796ea6d713fffce2d6423b74fe0a5dc01b31781ef1b49720758751b1a
OA-0316,troubleshooting,Capital Warnings,https://docs.optionalpha.com/technical-documentation/troubleshooting/capital-warnings,The page cross-references position allocation mechanics to a separate Automation Behavior page rather than restating them here.,More details on position allocation can be found [here.](https://docs.optionalpha.com/platform-1/automations/automation-behavior),DOCUMENTED,,2026-08-04,fbf0bfb796ea6d713fffce2d6423b74fe0a5dc01b31781ef1b49720758751b1a
OA-0317,troubleshooting,Position Limit Warnings,https://docs.optionalpha.com/technical-documentation/troubleshooting/position-limit-warnings,Daily and total position limits exist to prevent overtrading by capping the number of positions a bot can have open at once and within a single trading day.,Daily and total position limits prevent overtrading by limiting the max number of positions a bot can have open at one time and in a single trading day.,DOCUMENTED,,2026-08-04,b627125820a832212f331ed7eb4f1d3d124163989ad8c84edc502141dd484e82
OA-0318,troubleshooting,Position Limit Warnings,https://docs.optionalpha.com/technical-documentation/troubleshooting/position-limit-warnings,The daily position limit is the number of positions a bot may open in a single trading day; the warning fires when a bot attempts to add a position that would exceed the number of new positions allowed for that day.,The daily position limit is the number of positions a bot can open in a single trading day. The “**daily position limit**” warning occurs when a bot attempts to add a position that exceeds the number of new positions allowed.,DOCUMENTED,,2026-08-04,b627125820a832212f331ed7eb4f1d3d124163989ad8c84edc502141dd484e82
OA-0319,troubleshooting,Position Limit Warnings,https://docs.optionalpha.com/technical-documentation/troubleshooting/position-limit-warnings,The total position limit is the maximum number of positions a bot can hold open at one time; the warning fires when a bot attempts to add a position that would exceed that maximum.,The total position limit is the max open positions a bot can have at one time. The “**total position limit**” warning occurs when a bot attempts to add a position that exceeds the maximum number of positions allowed for the bot.,DOCUMENTED,,2026-08-04,b627125820a832212f331ed7eb4f1d3d124163989ad8c84edc502141dd484e82
OA-0320,troubleshooting,Position Limit Warnings,https://docs.optionalpha.com/technical-documentation/troubleshooting/position-limit-warnings,"There is no limit on closing positions; once the daily position limit is reached the bot stops opening new positions (unless the safeguards are edited), and if a bot at its max position limit closes a position, that freed room allows a new position to be added — assuming the daily position limit itself has not also been hit.","There is no limit on closing positions. Once a daily position limit is reached, the bot won't open new positions unless you edit the safeguards. If a bot is at its max position limit and closes a position, new room becomes available to add a new position, assuming the daily position limit has not been hit.",DOCUMENTED,,2026-08-04,b627125820a832212f331ed7eb4f1d3d124163989ad8c84edc502141dd484e82
OA-0321,troubleshooting,Position Limit Warnings,https://docs.optionalpha.com/technical-documentation/troubleshooting/position-limit-warnings,A bot's position limit settings can be edited at any time in the Safeguards section of the Settings tab.,You can always edit your bot's position settings in the Safeguards section of the Settings tab.,DOCUMENTED,,2026-08-04,b627125820a832212f331ed7eb4f1d3d124163989ad8c84edc502141dd484e82
OA-0322,troubleshooting,Position Limit Warnings,https://docs.optionalpha.com/technical-documentation/troubleshooting/position-limit-warnings,"The page does not state whether the daily position limit resets at a specific time (e.g. midnight, market open) or how ""a single trading day"" is delimited for counting purposes.",,DOCS-SILENT,"At what exact time does the daily position limit counter reset — market open, midnight ET, or some other boundary?",2026-08-04,b627125820a832212f331ed7eb4f1d3d124163989ad8c84edc502141dd484e82
OA-0323,troubleshooting,Trade Enforcements,https://docs.optionalpha.com/technical-documentation/troubleshooting/trade-enforcements,The autotrading platform enforces platform stability via two categories: Warnings and Errors.,The autotrading platform employs a system of enforcements and safeguards in the form of Warnings and Errors to ensure the platform's stability.,DOCUMENTED,,2026-08-04,bd028962b041d79e3549fa514d0846c90ce12699f03eb4bffeb5767c9825e733
OA-0324,troubleshooting,Trade Enforcements,https://docs.optionalpha.com/technical-documentation/troubleshooting/trade-enforcements,"The named Warning types are Not Enough Capital, Pricing Anomaly, Daily and Total Position Limit, and No Expiration Available; none of these count toward the Excessive Error Failsafe limit that triggers bot auto-shutdown.","Warnings include Not Enough Capital, Pricing Anomaly, Daily and Total Position Limit, and No Expiration Available. These warnings do not count toward the [Excessive Error Failsafe](https://optionalpha.com/help/excessive-errors-failsafe) limit prior to a bot auto-shutdown.",DOCUMENTED,,2026-08-04,bd028962b041d79e3549fa514d0846c90ce12699f03eb4bffeb5767c9825e733
OA-0325,troubleshooting,Trade Enforcements,https://docs.optionalpha.com/technical-documentation/troubleshooting/trade-enforcements,"The named Error types are Leg Enforcements, Unable to Calculate Quantity, Daily Underlying Symbol Limit, and Broker Rejection errors (including Overlapping Strikes, Price Exceeds Strike-Difference, and Options Approval Level, among others) — implying Errors, unlike Warnings, do count toward the Excessive Error Failsafe.","Errors include Leg Enforcements, Unable to Calculate Quantity, Daily Underlying Symbol Limit, and Broker Rejection errors for Overlapping Strikes, Price Exceeds Strike-Difference, and Options Approval Level among others.",DOCUMENTED,"The page implies Errors count toward Excessive Error Failsafe (by contrast with Warnings, which explicitly do not) but never states this affirmatively for Errors as a class.",2026-08-04,bd028962b041d79e3549fa514d0846c90ce12699f03eb4bffeb5767c9825e733
OA-0326,troubleshooting,Trade Enforcements,https://docs.optionalpha.com/technical-documentation/troubleshooting/trade-enforcements,"For a credit spread (short call/put spread), the sold leg must be at a higher delta than the purchased leg (and vice versa for a debit spread); the platform will not allow a ""put credit spread"" to be structured as if it were a put debit spread.","A credit spread (short call spread or short put spread), by definition, is an options trade where the sold leg is at a higher delta than the delta of the leg purchased. And vice versa for a debit spread (long call spread or long put spread) where the leg purchased is at a higher delta than the sold leg. The auto trading platform will not permit you to select a ""put credit spread"" and structure it as if it were a put debit spread.",DOCUMENTED,,2026-08-04,bd028962b041d79e3549fa514d0846c90ce12699f03eb4bffeb5767c9825e733
OA-0327,troubleshooting,Trade Enforcements,https://docs.optionalpha.com/technical-documentation/troubleshooting/trade-enforcements,"An Iron Condor is enforced as always having exactly 4 distinct strike prices, and the platform will not allow a ""bought"" Iron Condor where purchased deltas exceed sold deltas — both the sold call and sold put must be at higher respective deltas than their corresponding purchased legs.","An Iron Condor will always have 4 different strike prices comprising the entire position. It will not be possible to ""buy"" an iron condor where the purchased deltas are higher than the sold deltas. The delta sold for both the call and the put will be at a higher respective delta than the deltas of the legs that are purchased.",DOCUMENTED,,2026-08-04,bd028962b041d79e3549fa514d0846c90ce12699f03eb4bffeb5767c9825e733
OA-0328,troubleshooting,Trade Enforcements,https://docs.optionalpha.com/technical-documentation/troubleshooting/trade-enforcements,"An Iron Butterfly has 3 distinct strikes (versus the Iron Condor's 4): the body is a call and put sold at the exact same strike price, with wings formed by a purchased call and put at a distance from the body.","It is made up of 3 strikes where the butterfly's body is created by selling two options, a call, and a put, of the exact same strike price. The wings are created by buying a call and a put that are a certain distance from the strikes which make up the body of the butterfly.",DOCUMENTED,,2026-08-04,bd028962b041d79e3549fa514d0846c90ce12699f03eb4bffeb5767c9825e733
OA-0329,troubleshooting,Trade Enforcements,https://docs.optionalpha.com/technical-documentation/troubleshooting/trade-enforcements,The platform's Iron Butterfly enforcement strictly requires the middle (short) strikes to be equal.,**The Iron Butterfly trade type implies strict enforcement that the middle strikes are equal.**,DOCUMENTED,,2026-08-04,bd028962b041d79e3549fa514d0846c90ce12699f03eb4bffeb5767c9825e733
OA-0330,troubleshooting,Trade Enforcements,https://docs.optionalpha.com/technical-documentation/troubleshooting/trade-enforcements,"The ""Unable to find Requested Option Leg"" error is typically thrown when a decision asks for an option leg at an exact offset (e.g. ""$5 below the underlying price, exactly"") and no strike on the chain matches that exact value.","Typically, this error is thrown when attempting to select the *exactly* offset, and exactly what you have asked for is not available.",DOCUMENTED,,2026-08-04,bd028962b041d79e3549fa514d0846c90ce12699f03eb4bffeb5767c9825e733
OA-0331,troubleshooting,Trade Enforcements,https://docs.optionalpha.com/technical-documentation/troubleshooting/trade-enforcements,"Example given for ""Unable to find Requested Option Leg"": a short put spread with the short leg set at -.50 delta (or closest) and the long leg set to exactly $5 below the underlying price will error unless underlying price minus $5 equals an available strike exactly.","Short Put leg = -.50 delta or closest

Long Put leg = $5 below the underlying price **exactly**

Unless the underlying price minus $5 equals the exact value of an available strike an error would be thrown.",DOCUMENTED,,2026-08-04,bd028962b041d79e3549fa514d0846c90ce12699f03eb4bffeb5767c9825e733
OA-0332,troubleshooting,Trade Enforcements,https://docs.optionalpha.com/technical-documentation/troubleshooting/trade-enforcements,"The ""Unable to Calculate Quantity"" error is generated when the position quantity is undeterminable or less than one — for example, an Open Position action with 0 entered for share/contract quantity, or a quantity input that failed to save properly.","When the quantity is undeterminable or less than one, this error is generated. For example, If a trade inputs 0 for the number of shares in the Open Position action quantity field, the following error message will be thrown as 0 is not a tradeable amount. Additionally, you could see this in situations where an input for the quantity field is not properly saved.",DOCUMENTED,,2026-08-04,bd028962b041d79e3549fa514d0846c90ce12699f03eb4bffeb5767c9825e733
OA-0333,troubleshooting,Trade Enforcements,https://docs.optionalpha.com/technical-documentation/troubleshooting/trade-enforcements,"The ""No Option Expiration Available"" warning fires when a bot attempts to open a position and the underlying has no contract at the specified expiration.","When the bot attempts to open a position and the underlying does not have a contract at the specified expiration, the No Option Available warning will be thrown.",DOCUMENTED,,2026-08-04,bd028962b041d79e3549fa514d0846c90ce12699f03eb4bffeb5767c9825e733
OA-0334,troubleshooting,Trade Enforcements,https://docs.optionalpha.com/technical-documentation/troubleshooting/trade-enforcements,"The page states Broker Rejection errors include ""Options Approval Level"" among the Error category, but no separate Option Alpha documentation page in this corpus is dedicated to an Options Approval Level error.",,DOCS-SILENT,"What specifically triggers an ""Options Approval Level"" broker rejection, and what account-level approval tiers does it check against? No dedicated page found in the corpus for this named error.",2026-08-04,bd028962b041d79e3549fa514d0846c90ce12699f03eb4bffeb5767c9825e733
OA-0335,troubleshooting,Pricing Anomaly Warning,https://docs.optionalpha.com/technical-documentation/troubleshooting/pricing-anomaly-warning,"The ""Pricing Anomaly"" warning appears when a trade opportunity's pricing falls outside an expected range, typically because an option leg lacks a bid or because one leg's bid-ask spread is inverted relative to another leg.","The ""Pricing Anomaly"" warning appears when a trade opportunity's pricing is outside an expected range. This typically occurs when an option leg is lacking a bid or the bid-ask spread for one leg is inverted with another leg.",DOCUMENTED,,2026-08-04,f3c63e44fa6ab25869f9b5c451b035cb1d6eae15de82cacc747dca4992a02f35
OA-0336,troubleshooting,Pricing Anomaly Warning,https://docs.optionalpha.com/technical-documentation/troubleshooting/pricing-anomaly-warning,An example inversion trigger is when the strike closer to the money has a mid/mark price lower than the leg further out-of-the-money.,"For example, the strike closer to the money has a mid/mark price that is less than the leg further out-of-the-money.",DOCUMENTED,,2026-08-04,f3c63e44fa6ab25869f9b5c451b035cb1d6eae15de82cacc747dca4992a02f35
OA-0337,troubleshooting,Pricing Anomaly Warning,https://docs.optionalpha.com/technical-documentation/troubleshooting/pricing-anomaly-warning,"When this warning appears, traders are advised to check their broker's option chain for zero-bid legs and inverted bid-ask spreads.",You should reference your broker platform's option chain to investigate and check for zero-bid and inverted bid-ask spreads if you receive this warning.,DOCUMENTED,,2026-08-04,f3c63e44fa6ab25869f9b5c451b035cb1d6eae15de82cacc747dca4992a02f35
OA-0338,troubleshooting,Pricing Anomaly Warning,https://docs.optionalpha.com/technical-documentation/troubleshooting/pricing-anomaly-warning,"Bots reference pricing at the moment the order is submitted, so a leg's price can fluctuate faster than what is currently displayed on the broker's own platform.","Note that bots reference pricing at the time the order is submitted, so there could be situations where pricing for a particular leg fluctuates faster than what is displayed on the broker's platform.",DOCUMENTED,,2026-08-04,f3c63e44fa6ab25869f9b5c451b035cb1d6eae15de82cacc747dca4992a02f35
OA-0339,troubleshooting,Pricing Anomaly Warning,https://docs.optionalpha.com/technical-documentation/troubleshooting/pricing-anomaly-warning,The page does not state whether a Pricing Anomaly warning blocks the trade entirely or merely flags it while still allowing submission.,,DOCS-SILENT,"Does a Pricing Anomaly warning prevent the bot from submitting the order, or is it advisory only while the trade still proceeds?",2026-08-04,f3c63e44fa6ab25869f9b5c451b035cb1d6eae15de82cacc747dca4992a02f35
OA-0340,troubleshooting,Missing or Invalid Input,https://docs.optionalpha.com/technical-documentation/troubleshooting/missing-or-invalid-input,"The ""missing or invalid input"" error fires when an automation encounters an input with a missing value or an input that is incorrectly linked.","When an automation encounters an [input](/tools/bots/inputs.md) with a missing value or an input that is incorrectly linked, an error alerts you that this input has an invalid, or missing, value.",DOCUMENTED,,2026-08-04,c948b25b45b1ff97cc046bef533afeff88ac406aba9d3c5a824a991ffef71975
OA-0341,troubleshooting,Missing or Invalid Input,https://docs.optionalpha.com/technical-documentation/troubleshooting/missing-or-invalid-input,The most common cause of this error is establishing inputs outside a Symbol Loop or Position Loop; each loop supplies a default input for its position or symbol meant to be used throughout the automation to keep the reference tied to the loop.,"The most common example of this is when inputs are established outside of a [Symbol Loop or Position Loop](/tools/bots/loops.md). Each loop supplies a default input for its position or symbol, which is intended to be used throughout the automation when referencing symbol or position, so the two are connected.",DOCUMENTED,,2026-08-04,c948b25b45b1ff97cc046bef533afeff88ac406aba9d3c5a824a991ffef71975
OA-0342,troubleshooting,Missing or Invalid Input,https://docs.optionalpha.com/technical-documentation/troubleshooting/missing-or-invalid-input,"If a symbol or position input is used in place of the loop's default action input during processing, it references a position or symbol not tied to (not ""married to"") the loop, and cannot validate.","If a symbol or position input is used in place of the Loops default action input when the automation processes, it encounters a *position* or *symbol* that does not stem from the loop and can not validate.

In other words, the *position* or *symbol* it is referencing is not valid because it is not married to the loop.",DOCUMENTED,,2026-08-04,c948b25b45b1ff97cc046bef533afeff88ac406aba9d3c5a824a991ffef71975
OA-0343,troubleshooting,Missing or Invalid Input,https://docs.optionalpha.com/technical-documentation/troubleshooting/missing-or-invalid-input,"Best practice is to establish the position/symbol Loop before other decisions in an automation, then link any symbol or position value to the loop's default action input.","When building automations that utilize a position or symbol loop, it's important to remember to establish your Loop before the other decisions and then link any symbol or position value to the default action that is supplied with the loop.",DOCUMENTED,,2026-08-04,c948b25b45b1ff97cc046bef533afeff88ac406aba9d3c5a824a991ffef71975
OA-0344,troubleshooting,Missing or Invalid Input,https://docs.optionalpha.com/technical-documentation/troubleshooting/missing-or-invalid-input,"This error commonly appears after an automation using a loop is edited/modified post-setup, which can break the link between the loop and its inputs; the fix is to remove the existing input and re-link it to the loop.","The error most commonly occurs when a symbol or position loop has been established and used throughout an automation, and the automation is subsequently modified, thereby breaking the link between the loop and inputs. If you've edited your automation and the input is impacted, you'll need to remove the existing input and re-link it to the loop.",DOCUMENTED,,2026-08-04,c948b25b45b1ff97cc046bef533afeff88ac406aba9d3c5a824a991ffef71975
OA-0345,troubleshooting,Missing or Invalid Input,https://docs.optionalpha.com/technical-documentation/troubleshooting/missing-or-invalid-input,"The page does not specify which categories of automation edits (e.g. reordering decisions, deleting the loop step, renaming inputs) are the ones that break the loop-input link.",,DOCS-SILENT,"Which specific automation edits break the loop-to-input link — is it any edit near the loop step, or only structural changes like deleting/reordering the loop itself?",2026-08-04,c948b25b45b1ff97cc046bef533afeff88ac406aba9d3c5a824a991ffef71975
OA-0346,troubleshooting,Daily Symbol Limit Error,https://docs.optionalpha.com/technical-documentation/troubleshooting/daily-symbol-limit-error,"A bot generates an error when it has more than 10 symbols, regardless of whether the symbols are referenced in a scanner, monitor, or event automation.","You will receive an error if a bot has more than 10 symbols, regardless of whether those symbols are referenced in a scanner, monitor, or event automation.",DOCUMENTED,,2026-08-04,696be186adb7d0b7c1e5569a47f75e7f68c457a0eef75f95b515d38e664eda48
OA-0347,troubleshooting,Daily Symbol Limit Error,https://docs.optionalpha.com/technical-documentation/troubleshooting/daily-symbol-limit-error,"The 10-ticker-symbol maximum counts symbols used for opening new positions, analyzing conditions, monitoring existing positions, and custom inputs alike.","So, whether opening new positions, analyzing conditions, monitoring existing positions, or using a symbol as a custom input, the bot has a maximum allowance of 10 ticker symbols.",DOCUMENTED,,2026-08-04,696be186adb7d0b7c1e5569a47f75e7f68c457a0eef75f95b515d38e664eda48
OA-0348,troubleshooting,Daily Symbol Limit Error,https://docs.optionalpha.com/technical-documentation/troubleshooting/daily-symbol-limit-error,"Exceeding 10 symbols generates an error, stops the automation, and sends a notification that the bot exceeded its symbol limit.","If you have more than 10 symbols, an error will generate, the automation will stop, and you'll receive a notification that the bot has exceeded its symbol limit.",DOCUMENTED,,2026-08-04,696be186adb7d0b7c1e5569a47f75e7f68c457a0eef75f95b515d38e664eda48
OA-0349,troubleshooting,Daily Symbol Limit Error,https://docs.optionalpha.com/technical-documentation/troubleshooting/daily-symbol-limit-error,The symbol limit exists as a safeguard for platform stability for all users.,This safeguard upholds the stability of the platform for all users.,DOCUMENTED,,2026-08-04,696be186adb7d0b7c1e5569a47f75e7f68c457a0eef75f95b515d38e664eda48
OA-0350,troubleshooting,Daily Symbol Limit Error,https://docs.optionalpha.com/technical-documentation/troubleshooting/daily-symbol-limit-error,The bot references its symbols at the beginning of the trading day.,The bot references symbols at the beginning of the trading day.,DOCUMENTED,,2026-08-04,696be186adb7d0b7c1e5569a47f75e7f68c457a0eef75f95b515d38e664eda48
OA-0351,troubleshooting,Daily Symbol Limit Error,https://docs.optionalpha.com/technical-documentation/troubleshooting/daily-symbol-limit-error,"If a bot already has 10 symbols assigned when the market opens, symbol changes must wait until after hours to avoid triggering the error.","If you have 10 symbols assigned to a bot when the market opens, you must wait until after hours to change symbols to avoid the error.",DOCUMENTED,,2026-08-04,696be186adb7d0b7c1e5569a47f75e7f68c457a0eef75f95b515d38e664eda48
