Opened,Closed,Symbol,Exp,Type,Legs,Quantity,Status,P/L,Risk,ROR,Premium,Reward/Risk,Open Price,Open Bid Price,Open Ask Price,Close Price,Close Bid Price,Close Ask Price,Max Loss,Max Profit,Price at Open,Price at Close
"May 14, 2025 9:45am","May 14, 2025 4:00pm","SPX","May 14, 2025","longcall","long call 5,860","1","expired","-637","3895","-16.35","3895","NaN","38.95","38.7","39.2","32.58","","","3895","","5894.1","5892.58"
"May 15, 2025 9:45am","May 15, 2025 10:02am","SPX","May 15, 2025","longcall","long call 5,835","1","profits","630","4515","13.95","4515","NaN","45.15","44.8","45.5","51.45","51.2","51.7","4515","","5876.57","5885.11"
"May 16, 2025 9:45am","May 16, 2025 9:51am","SPX","May 16, 2025","longcall","long call 5,885","1","profits","405","3705","10.93","3705","NaN","37.05","36.8","37.3","41.1","40.9","41.3","3705","","5917.92","5923.27"
"May 19, 2025 9:45am","May 19, 2025 9:49am","SPX","May 19, 2025","longcall","long call 5,880","1","profits","605","4265","14.19","4265","NaN","42.65","42.4","42.9","48.7","48.4","49","4265","","5918.44","5925.65"
"May 20, 2025 9:45am","May 20, 2025 10:40am","SPX","May 20, 2025","longcall","long call 5,910","1","profits","485","3715","13.06","3715","NaN","37.15","36.9","37.4","42","41.8","42.2","3715","","5942.83","5950.14"
"May 21, 2025 9:45am","May 21, 2025 9:52am","SPX","May 21, 2025","longcall","long call 5,875","1","profits","425","4000","10.63","4000","NaN","40","39.8","40.2","44.25","44","44.5","4000","","5910.88","5916.3"
"May 27, 2025 9:45am","May 27, 2025 9:56am","SPX","May 27, 2025","longcall","long call 5,830","1","profits","475","4185","11.35","4185","NaN","41.85","41.6","42.1","46.6","46.4","46.8","4185","","5867.95","5874.39"
"May 28, 2025 9:45am","May 28, 2025 4:00pm","SPX","May 28, 2025","longcall","long call 5,910","1","expired","-3065","3065","-100","3065","NaN","30.65","30.5","30.8","0","","","3065","","5936.86","5888.55"
"May 29, 2025 9:45am","May 29, 2025 9:55am","SPX","May 29, 2025","longcall","long call 5,880","1","profits","620","4785","12.96","4785","NaN","47.85","47.6","48.1","54.05","53.7","54.4","4785","","5922.73","5929.42"
"May 30, 2025 9:45am","May 30, 2025 10:06am","SPX","May 30, 2025","longcall","long call 5,845","1","profits","650","4860","13.37","4860","NaN","48.6","48.2","49","55.1","54.7","55.5","4860","","5888.49","5897.72"
"Jun 2, 2025 9:45am","Jun 2, 2025 12:55pm","SPX","Jun 2, 2025","longcall","long call 5,860","1","profits","680","4675","14.55","4675","NaN","46.75","44.8","48.7","53.55","52.9","54.2","4675","","5902.48","5911.78"
"Jun 3, 2025 9:45am","Jun 3, 2025 10:29am","SPX","Jun 3, 2025","longcall","long call 5,905","1","profits","475","3955","12.01","3955","NaN","39.55","39.3","39.8","44.3","44","44.6","3955","","5939.97","5947.23"
"Jun 4, 2025 9:45am","Jun 4, 2025 4:00pm","SPX","Jun 4, 2025","longcall","long call 5,955","1","expired","-1789","3370","-53.09","3370","NaN","33.7","32.7","34.7","15.81","","","3370","","5984.81","5970.81"
"Jun 5, 2025 9:45am","Jun 5, 2025 10:42am","SPX","Jun 5, 2025","longcall","long call 5,925","1","profits","700","4810","14.55","4810","NaN","48.1","47.8","48.4","55.1","54.8","55.4","4810","","5968.51","5978.53"
"Jun 6, 2025 9:45am","Jun 6, 2025 4:00pm","SPX","Jun 6, 2025","longcall","long call 5,975","1","expired","-1714","4250","-40.33","4250","NaN","42.5","42.2","42.8","25.36","","","4250","","6012.96","6000.36"
"Jun 9, 2025 9:45am","Jun 9, 2025 10:18am","SPX","Jun 9, 2025","longcall","long call 5,970","1","profits","360","3430","10.5","3430","NaN","34.3","34.1","34.5","37.9","37.7","38.1","3430","","6001.39","6006.39"
"Jun 10, 2025 9:45am","Jun 10, 2025 9:53am","SPX","Jun 10, 2025","longcall","long call 5,980","1","profits","460","3670","12.53","3670","NaN","36.7","36.5","36.9","41.3","41.1","41.5","3670","","6013.36","6020.02"
"Jun 11, 2025 9:45am","Jun 11, 2025 9:54am","SPX","Jun 11, 2025","longcall","long call 6,010","1","profits","460","3490","13.18","3490","NaN","34.9","34.7","35.1","39.5","39.3","39.7","3490","","6041.47","6046.82"
"Jun 12, 2025 9:45am","Jun 12, 2025 9:53am","SPX","Jun 12, 2025","longcall","long call 5,985","1","profits","355","3520","10.09","3520","NaN","35.2","35","35.4","38.75","38.5","39","3520","","6016.47","6019.81"
"Jun 13, 2025 9:45am","Jun 13, 2025 11:30am","SPX","Jun 13, 2025","longcall","long call 5,965","1","profits","545","4495","12.12","4495","NaN","44.95","44.7","45.2","50.4","50.1","50.7","4495","","6005.17","6013.6"
"Jun 16, 2025 9:45am","Jun 16, 2025 9:50am","SPX","Jun 16, 2025","longcall","long call 5,985","1","profits","690","3855","17.9","3855","NaN","38.55","38.3","38.8","45.45","45.2","45.7","3855","","6020.37","6028.72"
"Jun 17, 2025 9:45am","Jun 17, 2025 9:53am","SPX","Jun 17, 2025","longcall","long call 5,975","1","profits","530","3585","14.78","3585","NaN","35.85","35.6","36.1","41.15","40.7","41.6","3585","","6007.25","6014.27"
"Jun 20, 2025 9:45am","Jun 20, 2025 4:00pm","SPX","Jun 20, 2025","longcall","long call 5,985","1","expired","-3640","3640","-100","3640","NaN","36.4","36.2","36.6","0","","","3640","","6017.12","5967.84"
"Jun 23, 2025 9:45am","Jun 23, 2025 9:49am","SPX","Jun 23, 2025","longcall","long call 5,940","1","profits","515","4210","12.23","4210","NaN","42.1","40","44.2","47.25","47","47.5","4210","","5977.89","5984.56"
"Jun 24, 2025 9:45am","Jun 24, 2025 9:48am","SPX","Jun 24, 2025","longcall","long call 6,045","1","profits","335","3260","10.28","3260","NaN","32.6","32.4","32.8","35.95","35.7","36.2","3260","","6074.14","6078.15"
"Jun 25, 2025 9:45am","Jun 25, 2025 4:00pm","SPX","Jun 25, 2025","longcall","long call 6,080","1","expired","-1724","2940","-58.64","2940","NaN","29.4","29.2","29.6","12.16","","","2940","","6106.72","6092.16"
"Jun 26, 2025 9:45am","Jun 26, 2025 10:21am","SPX","Jun 26, 2025","longcall","long call 6,090","1","profits","315","2920","10.79","2920","NaN","29.2","29","29.4","32.35","32.2","32.5","2920","","6116.68","6120.39"
"Jun 27, 2025 9:45am","Jun 27, 2025 9:53am","SPX","Jun 27, 2025","longcall","long call 6,140","2","profits","540","4750","11.37","4750","NaN","23.75","23.6","23.9","26.45","26.3","26.6","2375","","6160.56","6164.18"
"Jun 30, 2025 9:45am","Jun 30, 2025 12:43pm","SPX","Jun 30, 2025","longcall","long call 6,150","1","profits","445","4035","11.03","4035","NaN","40.35","40.2","40.5","44.8","44.6","45","4035","","6186.51","6193.33"
"Jul 1, 2025 9:45am","Jul 1, 2025 9:50am","SPX","Jul 1, 2025","longcall","long call 6,155","1","profits","560","3690","15.18","3690","NaN","36.9","34.8","39","42.5","42.4","42.6","3690","","6188.49","6195.6"
"Jul 2, 2025 9:45am","Jul 2, 2025 9:46am","SPX","Jul 2, 2025","longcall","long call 6,170","1","profits","285","2730","10.44","2730","NaN","27.3","27.1","27.5","30.15","30","30.3","2730","","6194.46","6198.81"
"Jul 7, 2025 9:45am","Jul 7, 2025 9:52am","SPX","Jul 7, 2025","longcall","long call 6,230","1","profits","330","2980","11.07","2980","NaN","29.8","29.6","30","33.1","32.9","33.3","2980","","6256.85","6260.51"
"Jul 8, 2025 9:45am","Jul 8, 2025 9:46am","SPX","Jul 8, 2025","longcall","long call 6,210","1","profits","305","2665","11.44","2665","NaN","26.65","26.5","26.8","29.7","29.6","29.8","2665","","6232.85","6236.72"
"Jul 9, 2025 9:45am","Jul 9, 2025 9:47am","SPX","Jul 9, 2025","longcall","long call 6,240","1","profits","295","2645","11.15","2645","NaN","26.45","26.3","26.6","29.4","29.2","29.6","2645","","6263.24","6266.35"
"Jul 10, 2025 9:45am","Jul 10, 2025 10:37am","SPX","Jul 10, 2025","longcall","long call 6,235","1","profits","275","2745","10.02","2745","NaN","27.45","27.3","27.6","30.2","30.1","30.3","2745","","6260.2","6263.81"
"Jul 11, 2025 9:45am","Jul 11, 2025 9:49am","SPX","Jul 11, 2025","longcall","long call 6,210","1","profits","505","3360","15.03","3360","NaN","33.6","33.5","33.7","38.65","38.5","38.8","3360","","6240.21","6246.46"
"Jul 14, 2025 9:45am","Jul 14, 2025 9:48am","SPX","Jul 14, 2025","longcall","long call 6,210","1","profits","545","3335","16.34","3335","NaN","33.35","33.2","33.5","38.8","38.6","39","3335","","6240.33","6247.33"
"Jul 15, 2025 9:45am","Jul 15, 2025 4:00pm","SPX","Jul 15, 2025","longcall","long call 6,260","1","expired","-2800","2800","-100","2800","NaN","28","27.9","28.1","0","","","2800","","6285.57","6243.76"
"Jul 16, 2025 9:45am","Jul 16, 2025 2:43pm","SPX","Jul 16, 2025","longcall","long call 6,230","1","profits","320","2620","12.21","2620","NaN","26.2","26.1","26.3","29.4","29.2","29.6","2620","","6252.68","6259.29"
"Jul 17, 2025 9:45am","Jul 17, 2025 9:50am","SPX","Jul 17, 2025","longcall","long call 6,255","2","profits","630","5000","12.6","5000","NaN","25","24.9","25.1","28.15","28","28.3","2500","","6276.94","6280.58"
"Jul 18, 2025 9:45am","Jul 18, 2025 9:48am","SPX","Jul 18, 2025","longcall","long call 6,285","1","profits","340","2510","13.55","2510","NaN","25.1","25","25.2","28.5","28.3","28.7","2510","","6307.76","6311.43"
"Jul 21, 2025 9:45am","Jul 21, 2025 9:46am","SPX","Jul 21, 2025","longcall","long call 6,300","2","profits","700","3660","19.13","3660","NaN","18.3","18.2","18.4","21.8","21.7","21.9","1830","","6315.49","6319.53"
"Jul 22, 2025 9:45am","Jul 22, 2025 3:39pm","SPX","Jul 22, 2025","longcall","long call 6,285","1","profits","310","2765","11.21","2765","NaN","27.65","27.5","27.8","30.75","30.5","31","2765","","6309.64","6315.63"
"Jul 23, 2025 9:45am","Jul 23, 2025 11:55am","SPX","Jul 23, 2025","longcall","long call 6,300","1","profits","855","3020","28.31","3020","NaN","30.2","30","30.4","38.75","38.4","39.1","3020","","6327.52","6338.34"
"Jul 24, 2025 9:45am","Jul 24, 2025 9:48am","SPX","Jul 24, 2025","longcall","long call 6,345","2","profits","1210","4990","24.25","4990","NaN","24.95","22.9","27","31","30.8","31.2","2495","","6367.15","6373.77"
"Jul 25, 2025 9:45am","Jul 25, 2025 10:36am","SPX","Jul 25, 2025","longcall","long call 6,355","2","profits","780","4310","18.1","4310","NaN","21.55","21.4","21.7","25.45","25.3","25.6","2155","","6374.01","6379.15"
"Jul 28, 2025 9:45am","Jul 28, 2025 10:05am","SPX","Jul 28, 2025","longcall","long call 6,375","2","profits","450","4320","10.42","4320","NaN","21.6","21.5","21.7","23.85","23.7","24","2160","","6394.63","6396.89"
"Jul 29, 2025 9:45am","Jul 29, 2025 4:00pm","SPX","Jul 29, 2025","longcall","long call 6,380","2","expired","-4700","4700","-100","4700","NaN","23.5","23.3","23.7","0","","","2350","","6400.78","6370.86"
"Jul 30, 2025 9:45am","Jul 30, 2025 10:24am","SPX","Jul 30, 2025","longcall","long call 6,345","1","profits","485","3905","12.42","3905","NaN","39.05","38.9","39.2","43.9","43.7","44.1","3905","","6380.5","6386.29"
"Jul 31, 2025 9:45am","Jul 31, 2025 9:51am","SPX","Jul 31, 2025","longcall","long call 6,365","1","profits","540","3970","13.6","3970","NaN","39.7","39.5","39.9","45.1","44.9","45.3","3970","","6401.09","6407.52"
"Aug 4, 2025 9:45am","Aug 4, 2025 9:46am","SPX","Aug 4, 2025","longcall","long call 6,265","1","profits","375","3600","10.42","3600","NaN","36","35.9","36.1","39.75","39.6","39.9","3600","","6297.85","6302.22"
"Aug 5, 2025 9:45am","Aug 5, 2025 4:00pm","SPX","Aug 5, 2025","longcall","long call 6,310","1","expired","-3430","3430","-100","3430","NaN","34.3","31","37.6","0","","","3430","","6339.67","6299.19"
"Aug 6, 2025 9:45am","Aug 6, 2025 9:49am","SPX","Aug 6, 2025","longcall","long call 6,275","1","profits","435","3805","11.43","3805","NaN","38.05","37.8","38.3","42.4","42.2","42.6","3805","","6309.23","6314.13"
"Aug 7, 2025 9:45am","Aug 7, 2025 4:00pm","SPX","Aug 7, 2025","longcall","long call 6,350","1","expired","-3520","3520","-100","3520","NaN","35.2","35","35.4","0","","","3520","","6382.07","6340"
"Aug 8, 2025 9:45am","Aug 8, 2025 9:46am","SPX","Aug 8, 2025","longcall","long call 6,335","1","profits","380","3390","11.21","3390","NaN","33.9","33.7","34.1","37.7","37.5","37.9","3390","","6365.65","6369.96"
"Aug 11, 2025 9:45am","Aug 11, 2025 12:08pm","SPX","Aug 11, 2025","longcall","long call 6,370","1","profits","465","2745","16.94","2745","NaN","27.45","27.3","27.6","32.1","31.9","32.3","2745","","6394.41","6401.24"
"Aug 12, 2025 9:45am","Aug 12, 2025 9:47am","SPX","Aug 12, 2025","longcall","long call 6,370","1","profits","405","3500","11.57","3500","NaN","35","34.3","35.7","39.05","38.8","39.3","3500","","6400.67","6404.45"
"Aug 13, 2025 9:45am","Aug 13, 2025 9:50am","SPX","Aug 13, 2025","longcall","long call 6,450","1","profits","275","2640","10.42","2640","NaN","26.4","26.2","26.6","29.15","29","29.3","2640","","6473.68","6476.83"
"Aug 14, 2025 9:45am","Aug 14, 2025 9:51am","SPX","Aug 14, 2025","longcall","long call 6,420","1","profits","410","3510","11.68","3510","NaN","35.1","34.9","35.3","39.2","39","39.4","3510","","6452.22","6457.07"
"Aug 15, 2025 9:45am","Aug 15, 2025 4:00pm","SPX","Aug 15, 2025","longcall","long call 6,445","1","expired","-2290","2770","-82.67","2770","NaN","27.7","27.6","27.8","4.8","","","2770","","6469.02","6449.8"
"Aug 18, 2025 9:45am","Aug 18, 2025 9:46am","SPX","Aug 18, 2025","longcall","long call 6,425","1","profits","280","2570","10.9","2570","NaN","25.7","25.5","25.9","28.5","28.3","28.7","2570","","6447.73","6451.73"
"Aug 19, 2025 9:45am","Aug 19, 2025 10:03am","SPX","Aug 19, 2025","longcall","long call 6,425","2","profits","690","4330","15.94","4330","NaN","21.65","21.5","21.8","25.1","24.9","25.3","2165","","6444.18","6448.3"
"Aug 20, 2025 9:45am","Aug 20, 2025 3:50pm","SPX","Aug 20, 2025","longcall","long call 6,360","1","profits","455","3960","11.49","3960","NaN","39.6","39.4","39.8","44.15","43.8","44.5","3960","","6395.36","6404.53"
"Aug 21, 2025 9:45am","Aug 21, 2025 10:03am","SPX","Aug 21, 2025","longcall","long call 6,335","1","profits","630","4250","14.82","4250","NaN","42.5","37.7","47.3","48.8","48.5","49.1","4250","","6373.35","6380.56"
"Aug 25, 2025 9:45am","Aug 25, 2025 11:10am","SPX","Aug 25, 2025","longcall","long call 6,435","2","profits","470","4700","10","4700","NaN","23.5","23.4","23.6","25.85","25.7","26","2350","","6455.67","6460.01"
"Aug 26, 2025 9:45am","Aug 26, 2025 10:23am","SPX","Aug 26, 2025","longcall","long call 6,420","2","profits","550","4850","11.34","4850","NaN","24.25","24.1","24.4","27","26.8","27.2","2425","","6441.74","6445.29"
"Aug 27, 2025 9:45am","Aug 27, 2025 10:14am","SPX","Aug 27, 2025","longcall","long call 6,445","2","profits","690","5000","13.8","5000","NaN","25","24.8","25.2","28.45","28.3","28.6","2500","","6467.9","6472.34"
"Aug 28, 2025 9:45am","Aug 28, 2025 12:15pm","SPX","Aug 28, 2025","longcall","long call 6,465","2","profits","510","4880","10.45","4880","NaN","24.4","24.3","24.5","26.95","26.8","27.1","2440","","6486.41","6491.25"
"Aug 29, 2025 9:45am","Aug 29, 2025 4:00pm","SPX","Aug 29, 2025","longcall","long call 6,455","1","expired","-2639","3165","-83.38","3165","NaN","31.65","31.5","31.8","5.26","","","3165","","6483.51","6460.26"
"Sep 2, 2025 9:45am","Sep 2, 2025 9:50am","SPX","Sep 2, 2025","longcall","long call 6,340","1","profits","545","4640","11.75","4640","NaN","46.4","41.6","51.2","51.85","51.6","52.1","4640","","6381.78","6388.69"
"Sep 3, 2025 9:45am","Sep 3, 2025 10:43am","SPX","Sep 3, 2025","longcall","long call 6,415","1","profits","340","3040","11.18","3040","NaN","30.4","30.3","30.5","33.8","33.6","34","3040","","6442.52","6447.49"
"Sep 4, 2025 9:45am","Sep 4, 2025 10:37am","SPX","Sep 4, 2025","longcall","long call 6,435","1","profits","305","2950","10.34","2950","NaN","29.5","29.1","29.9","32.55","32.4","32.7","2950","","6462.18","6466.19"
"Sep 5, 2025 9:45am","Sep 5, 2025 4:00pm","SPX","Sep 5, 2025","longcall","long call 6,500","1","expired","-3460","3460","-100","3460","NaN","34.6","34.4","34.8","0","","","3460","","6530.95","6481.5"
"Sep 8, 2025 9:45am","Sep 8, 2025 10:39am","SPX","Sep 8, 2025","longcall","long call 6,470","1","profits","370","2895","12.78","2895","NaN","28.95","28.8","29.1","32.65","32.5","32.8","2895","","6497.14","6501.79"
"Sep 9, 2025 9:45am","Sep 9, 2025 1:57pm","SPX","Sep 9, 2025","longcall","long call 6,475","1","profits","340","3085","11.02","3085","NaN","30.85","30.7","31","34.25","34.1","34.4","3085","","6503.01","6508.86"
"Sep 10, 2025 9:45am","Sep 10, 2025 9:49am","SPX","Sep 10, 2025","longcall","long call 6,520","1","profits","375","2655","14.12","2655","NaN","26.55","26.4","26.7","30.3","30.1","30.5","2655","","6544.2","6548.06"
"Sep 11, 2025 9:45am","Sep 11, 2025 9:47am","SPX","Sep 11, 2025","longcall","long call 6,515","1","profits","485","3640","13.32","3640","NaN","36.4","36.2","36.6","41.25","40.9","41.6","3640","","6548.5","6553.58"
"Sep 12, 2025 9:45am","Sep 12, 2025 9:56am","SPX","Sep 12, 2025","longcall","long call 6,565","2","profits","650","4500","14.44","4500","NaN","22.5","22.4","22.6","25.75","25.6","25.9","2250","","6584.82","6588.81"
"Sep 15, 2025 9:45am","Sep 15, 2025 9:47am","SPX","Sep 15, 2025","longcall","long call 6,575","1","profits","385","3150","12.22","3150","NaN","31.5","31.3","31.7","35.35","35.2","35.5","3150","","6603.39","6608.79"
"Sep 16, 2025 9:45am","Sep 16, 2025 4:00pm","SPX","Sep 16, 2025","longcall","long call 6,595","2","expired","-2468","4820","-51.2","4820","NaN","24.1","23.9","24.3","11.76","","","2410","","6616.15","6606.76"
"Sep 18, 2025 9:45am","Sep 18, 2025 9:50am","SPX","Sep 18, 2025","longcall","long call 6,590","1","profits","520","3145","16.53","3145","NaN","31.45","31.3","31.6","36.65","36.5","36.8","3145","","6616.06","6622.57"
"Sep 19, 2025 9:45am","Sep 19, 2025 9:50am","SPX","Sep 19, 2025","longcall","long call 6,615","1","profits","605","3145","19.24","3145","NaN","31.45","31.3","31.6","37.5","37.2","37.8","3145","","6642.82","6650.38"
"Sep 22, 2025 9:45am","Sep 22, 2025 9:49am","SPX","Sep 22, 2025","longcall","long call 6,635","2","profits","470","4070","11.55","4070","NaN","20.35","20.2","20.5","22.7","22.5","22.9","2035","","6652.88","6656.33"
"Sep 23, 2025 9:45am","Sep 23, 2025 4:00pm","SPX","Sep 23, 2025","longcall","long call 6,665","1","expired","-3200","3200","-100","3200","NaN","32","31.6","32.4","0","","","3200","","6693.88","6656.92"
"Sep 24, 2025 9:45am","Sep 24, 2025 4:00pm","SPX","Sep 24, 2025","longcall","long call 6,630","1","expired","-2638","3435","-76.8","3435","NaN","34.35","34.2","34.5","7.97","","","3435","","6661.11","6637.97"
"Sep 26, 2025 9:45am","Sep 26, 2025 9:47am","SPX","Sep 26, 2025","longcall","long call 6,605","1","profits","360","3540","10.17","3540","NaN","35.4","35.3","35.5","39","38.8","39.2","3540","","6636.36","6640.41"
"Sep 29, 2025 9:45am","Sep 29, 2025 10:10am","SPX","Sep 29, 2025","longcall","long call 6,635","1","profits","570","3720","15.32","3720","NaN","37.2","37","37.4","42.9","42.7","43.1","3720","","6668.85","6676.84"
"Sep 30, 2025 9:45am","Sep 30, 2025 12:22pm","SPX","Sep 30, 2025","longcall","long call 6,625","1","profits","645","3440","18.75","3440","NaN","34.4","34.2","34.6","40.85","40.6","41.1","3440","","6655.97","6664.7"
"Oct 1, 2025 9:45am","Oct 1, 2025 10:36am","SPX","Oct 1, 2025","longcall","long call 6,645","1","profits","385","3650","10.55","3650","NaN","36.5","36.1","36.9","40.35","40.2","40.5","3650","","6678.08","6683.85"
"Oct 2, 2025 9:45am","Oct 2, 2025 9:47am","SPX","Oct 2, 2025","longcall","long call 6,685","1","profits","465","3355","13.86","3355","NaN","33.55","33.3","33.8","38.2","38","38.4","3355","","6714.9","6720.91"
"Oct 3, 2025 9:45am","Oct 3, 2025 9:52am","SPX","Oct 3, 2025","longcall","long call 6,705","1","profits","380","3145","12.08","3145","NaN","31.45","30.7","32.2","35.25","35.1","35.4","3145","","6733.11","6738.1"
"Oct 6, 2025 9:45am","Oct 6, 2025 9:50am","SPX","Oct 6, 2025","longcall","long call 6,700","1","profits","340","3005","11.31","3005","NaN","30.05","29.9","30.2","33.45","33.3","33.6","3005","","6726.48","6730.76"
"Oct 7, 2025 9:45am","Oct 7, 2025 4:00pm","SPX","Oct 7, 2025","longcall","long call 6,725","1","expired","-2785","2785","-100","2785","NaN","27.85","27.7","28","0","","","2785","","6749.49","6714.59"
"Oct 8, 2025 9:45am","Oct 8, 2025 9:48am","SPX","Oct 8, 2025","longcall","long call 6,690","1","profits","475","3450","13.77","3450","NaN","34.5","34.3","34.7","39.25","39.1","39.4","3450","","6720.98","6726.23"
"Oct 9, 2025 9:45am","Oct 9, 2025 4:00pm","SPX","Oct 9, 2025","longcall","long call 6,725","1","expired","-1924","2935","-65.55","2935","NaN","29.35","29.2","29.5","10.11","","","2935","","6750.78","6735.11"
"Oct 10, 2025 9:45am","Oct 10, 2025 4:00pm","SPX","Oct 10, 2025","longcall","long call 6,730","1","expired","-3215","3215","-100","3215","NaN","32.15","32","32.3","0","","","3215","","6758.68","6552.51"
"Oct 20, 2025 9:45am","Oct 20, 2025 9:48am","SPX","Oct 20, 2025","longcall","long call 6,670","1","profits","490","4395","11.15","4395","NaN","43.95","43.7","44.2","48.85","48.6","49.1","4395","","6709.57","6714.82"
"Oct 21, 2025 9:45am","Oct 21, 2025 10:53am","SPX","Oct 21, 2025","longcall","long call 6,695","1","profits","475","4295","11.06","4295","NaN","42.95","42.6","43.3","47.7","47.3","48.1","4295","","6733.68","6741.37"
"Oct 23, 2025 9:45am","Oct 23, 2025 9:50am","SPX","Oct 23, 2025","longcall","long call 6,675","1","profits","650","4635","14.02","4635","NaN","46.35","46","46.7","52.85","52.4","53.3","4635","","6716.6","6725.64"
"Oct 24, 2025 9:45am","Oct 24, 2025 10:11am","SPX","Oct 24, 2025","longcall","long call 6,755","1","profits","475","4410","10.77","4410","NaN","44.1","42.8","45.4","48.85","48.5","49.2","4410","","6794.88","6800.77"
"Oct 27, 2025 9:45am","Oct 27, 2025 10:02am","SPX","Oct 27, 2025","longcall","long call 6,825","1","profits","315","2880","10.94","2880","NaN","28.8","28.7","28.9","31.95","31.8","32.1","2880","","6850.71","6854.52"
"Oct 28, 2025 9:45am","Oct 28, 2025 12:31pm","SPX","Oct 28, 2025","longcall","long call 6,855","1","profits","480","3095","15.51","3095","NaN","30.95","30.8","31.1","35.75","35.5","36","3095","","6882.54","6889.67"
"Nov 3, 2025 9:45am","Nov 3, 2025 1:13pm","SPX","Nov 3, 2025","longcall","long call 6,810","1","profits","485","4825","10.05","4825","NaN","48.25","47.2","49.3","53.1","52.8","53.4","4825","","6852.91","6862.42"
"Nov 10, 2025 9:45am","Nov 10, 2025 12:56pm","SPX","Nov 10, 2025","longcall","long call 6,775","1","profits","430","3730","11.53","3730","NaN","37.3","37.2","37.4","41.6","41.4","41.8","3730","","6808.57","6815.74"
"Nov 11, 2025 9:45am","Nov 11, 2025 9:57am","SPX","Nov 11, 2025","longcall","long call 6,790","1","profits","345","3390","10.18","3390","NaN","33.9","33.7","34.1","37.35","37.1","37.6","3390","","6820.05","6824.22"
"Nov 12, 2025 9:45am","Nov 12, 2025 4:00pm","SPX","Nov 12, 2025","longcall","long call 6,830","1","expired","-1448","3540","-40.9","3540","NaN","35.4","35.2","35.6","20.92","","","3540","","6861.58","6850.92"
"Nov 26, 2025 9:45am","Nov 26, 2025 9:50am","SPX","Nov 26, 2025","longcall","long call 6,765","1","profits","480","4245","11.31","4245","NaN","42.45","41.9","43","47.25","47","47.5","4245","","6803.23","6808.98"
"Dec 1, 2025 9:45am","Dec 1, 2025 9:47am","SPX","Dec 1, 2025","longcall","long call 6,765","1","profits","565","4630","12.2","4630","NaN","46.3","46","46.6","51.95","51.6","52.3","4630","","6806.46","6813.29"
"Dec 2, 2025 9:45am","Dec 2, 2025 10:02am","SPX","Dec 2, 2025","longcall","long call 6,800","1","profits","475","4140","11.47","4140","NaN","41.4","41.2","41.6","46.15","45.9","46.4","4140","","6837.55","6844.19"
"Dec 3, 2025 9:45am","Dec 3, 2025 10:03am","SPX","Dec 3, 2025","longcall","long call 6,780","1","profits","705","4745","14.86","4745","NaN","47.45","47.2","47.7","54.5","54.2","54.8","4745","","6822.35","6832.4"
"Dec 4, 2025 9:45am","Dec 4, 2025 1:32pm","SPX","Dec 4, 2025","longcall","long call 6,815","1","profits","445","4110","10.83","4110","NaN","41.1","40.9","41.3","45.55","45.3","45.8","4110","","6851.95","6860.15"
"Dec 5, 2025 9:45am","Dec 5, 2025 9:49am","SPX","Dec 5, 2025","longcall","long call 6,835","1","profits","455","3985","11.42","3985","NaN","39.85","39.6","40.1","44.4","44.1","44.7","3985","","6870.83","6875.63"
"Dec 8, 2025 9:45am","Dec 8, 2025 4:00pm","SPX","Dec 8, 2025","longcall","long call 6,840","1","expired","-2784","3435","-81.05","3435","NaN","34.35","34.1","34.6","6.51","","","3435","","6871.13","6846.51"
"Dec 9, 2025 9:45am","Dec 9, 2025 9:51am","SPX","Dec 9, 2025","longcall","long call 6,820","1","profits","400","3275","12.21","3275","NaN","32.75","32.6","32.9","36.75","36.5","37","3275","","6848.9","6854.12"
"Dec 11, 2025 9:45am","Dec 11, 2025 10:24am","SPX","Dec 11, 2025","longcall","long call 6,830","1","profits","500","4120","12.14","4120","NaN","41.2","40.9","41.5","46.2","45.9","46.5","4120","","6867.09","6873.93"
"Dec 12, 2025 9:45am","Dec 12, 2025 4:00pm","SPX","Dec 12, 2025","longcall","long call 6,855","1","expired","-3900","3900","-100","3900","NaN","39","38.5","39.5","0","","","3900","","6889.62","6827.41"
"Dec 15, 2025 9:45am","Dec 15, 2025 4:00pm","SPX","Dec 15, 2025","longcall","long call 6,800","1","expired","-3304","4955","-66.68","4955","NaN","49.55","49.3","49.8","16.51","","","4955","","6844.16","6816.51"
"Dec 19, 2025 9:45am","Dec 19, 2025 10:01am","SPX","Dec 19, 2025","longcall","long call 6,780","1","profits","495","4800","10.31","4800","NaN","48","47.7","48.3","52.95","52.6","53.3","4800","","6823.48","6829.16"
"Dec 22, 2025 9:45am","Dec 22, 2025 9:55am","SPX","Dec 22, 2025","longcall","long call 6,830","1","profits","625","3445","18.14","3445","NaN","34.45","34.2","34.7","40.7","40.3","41.1","3445","","6860.87","6868.02"
"Dec 23, 2025 9:45am","Dec 23, 2025 9:48am","SPX","Dec 23, 2025","longcall","long call 6,865","2","profits","530","4850","10.93","4850","NaN","24.25","24.1","24.4","26.9","26.7","27.1","2425","","6887.11","6889.78"
"Dec 26, 2025 9:45am","Dec 26, 2025 4:00pm","SPX","Dec 26, 2025","longcall","long call 6,930","2","expired","-3390","3390","-100","3390","NaN","16.95","16.8","17.1","0","","","1695","","6944.68","6929.94"
