window_start,window_end,date,bot,trade_id,rule,severity,axis,tier,observed,threshold,detail,verify_by
2026-03-05,2026-07-02,2026-04-17,QQQ-IC-0DTE-HedgeC-S3,T00703,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-17 11:03),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-20,IC-SPX-FastPT25-S2,T00693,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-20 10:12),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-20,QQQ-IC-0DTE-HedgeC-S3,T00692,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-20 11:26),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-20,QQQ-IC-0DTE-HedgeC-S3,T00692,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-20 11:05),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-21,IC-SPX-FastPT25-S2,T00680,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-21 09:49),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-21,IC-SPX-FastPT25-S2,T00681,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-21 09:44),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-21,IC-SPX-FastPT25-S2,T00684,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-21 10:05),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-21,QQQ-IC-0DTE-HedgeC-S3,T00677,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-21 11:20),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-21,QQQ-IC-0DTE-HedgeC-S3,T00677,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-21 11:04),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-22,IC-SPX-FastPT25-S2,T00662,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-22 09:50),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-22,IC-SPX-FastPT25-S2,T00664,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-22 09:36),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-22,IC-SPX-FastPT25-S2,T00665,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-22 10:00),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-22,QQQ-IC-0DTE-HedgeB-S2,T00659,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-22 11:24),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-23,QQQ-IC-0DTE-Fortress-S2,T00630,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-23 13:42),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-23,QQQ-IC-0DTE-HedgeA-S1,T00634,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-23 13:17),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-23,QQQ-IC-0DTE-HedgeC-S3,T00637,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-23 13:35),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-23,QQQ-IC-0DTE-HedgeC-S3,T00638,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-23 12:05),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-23,QQQ-IC-0DTE-HedgeD-Conditional,T00636,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-23 13:37),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-23,QQQ-IC-0DTE-HedgeTest,T00632,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-23 13:17),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-24,IC-SPX-FastPT25-S2,T00610,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-24 10:13),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-24,IC-SPX-FastPT25-S2,T00611,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-24 09:55),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-24,QQQ-IC-0DTE-HedgeB-S2,T00607,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-24 11:45),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-24,QQQ-IC-0DTE-HedgeC-S3,T00606,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-24 11:45),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-27,IC-SPX-FastPT25-S2,T00592,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-27 09:44),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-27,QQQ-IC-0DTE-HedgeC-S3,T00590,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-27 11:04),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-28,IC-SPX-FastPT25-S2,T00575,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-28 09:40),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-28,IC-SPX-FastPT25-S2,T00576,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-28 09:55),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-28,QQQ-IC-0DTE-HedgeC-S3,T00572,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-28 11:07),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-30,IC-SPX-FastPT25-S2,T00545,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-30 09:53),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-30,IC-SPX-FastPT25-S2,T00546,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-30 09:44),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-30,IC-SPX-FastPT25-S2,T00547,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-30 09:41),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-30,IC-SPX-FastPT25-S2,T00548,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-30 09:38),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-04-30,IC-SPX-FastPT25-S2,T00550,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-04-30 09:56),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-01,QQQ-IC-0DTE-HedgeC-S3,T00519,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-01 11:14),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-01,QQQ-IC-0DTE-HedgeC-S3,T00520,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-01 11:02),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-04,QQQ-IC-0DTE-HedgeA-S1,T00494,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-04 12:08),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-04,QQQ-IC-0DTE-HedgeC-S3,T00492,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-04 11:13),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-04,QQQ-IC-0DTE-HedgeD-Conditional,T00498,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-04 12:08),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-04,QQQ-IC-0DTE-HedgeTest,T00496,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-04 12:08),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-05,QQQ-IC-0DTE-HedgeC-S3,T00474,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-05 11:05),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-06,IC-SPX-FastPT25-S2,T00461,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-06 09:54),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-06,IC-SPX-FastPT25-S2,T00464,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-06 09:51),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-07,IC-SPX-FastPT25-S2,T00446,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-07 09:50),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-07,IC-SPX-FastPT25-S2,T00447,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-07 09:46),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-07,IC-SPX-FastPT25-S2,T00449,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-07 09:33),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-07,QQQ-IC-0DTE-HedgeA-S1,T00441,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-07 12:16),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-07,QQQ-IC-0DTE-HedgeC-S3,T00443,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-07 11:06),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-07,QQQ-IC-0DTE-HedgeD-Conditional,T00440,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-07 13:18),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-07,QQQ-IC-0DTE-HedgeTest,T00442,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-07 12:16),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-08,IC-SPX-FastPT25-S2,T00427,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-08 10:00),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-08,IC-SPX-FastPT25-S2,T00428,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-08 10:07),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-08,QQQ-IC-0DTE-HedgeC-S3,T00421,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-08 11:21),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-11,QQQ-IC-0DTE-HedgeC-S3,T00402,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-11 11:48),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-12,IC-SPX-FastPT25-S2,T00391,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-12 10:01),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-12,QQQ-IC-0DTE-Baseline,T00380,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-12 15:50),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-12,QQQ-IC-0DTE-HedgeA-S1,T00385,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-12 12:42),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-12,QQQ-IC-0DTE-HedgeB-S2,T00387,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-12 11:17),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-12,QQQ-IC-0DTE-HedgeC-S3,T00386,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-12 11:16),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-12,QQQ-IC-0DTE-HedgeD-Conditional,T00383,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-12 12:54),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-12,QQQ-IC-0DTE-HedgeTest,T00384,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-12 12:42),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-13,IC-SPX-FastPT25-S2,T00370,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-13 09:46),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-13,IC-SPX-FastPT25-S2,T00371,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-13 09:37),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-13,IC-SPX-FastPT25-S2,T00374,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-13 09:49),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-13,QQQ-IC-0DTE-HedgeA-S1,T00364,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-13 14:16),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-13,QQQ-IC-0DTE-HedgeC-S3,T00366,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-13 12:25),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-13,QQQ-IC-0DTE-HedgeC-S3,T00366,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-13 11:28),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-13,QQQ-IC-0DTE-HedgeTest,T00365,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-13 14:16),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-14,IC-SPX-FastPT25-S2,T00353,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-14 10:00),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-14,QQQ-IC-0DTE-HedgeB-S2,T00351,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-14 11:21),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-14,QQQ-IC-0DTE-HedgeC-S3,T00350,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-14 11:19),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-15,IC-SPX-FastPT25-S2,T00324,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-15 10:26),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-15,QQQ-IC-0DTE-HedgeC-S3,T00333,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-15 11:32),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-18,IC-SPX-FastPT25-S2,T00305,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-18 09:53),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-18,IC-SPX-FastPT25-S2,T00306,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-18 09:37),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-18,QQQ-IC-0DTE-HedgeA-S1,T00299,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-18 12:29),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-18,QQQ-IC-0DTE-HedgeC-S3,T00300,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-18 11:04),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-18,QQQ-IC-0DTE-HedgeD-Conditional,T00297,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-18 12:31),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-18,QQQ-IC-0DTE-HedgeTest,T00298,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-18 12:29),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-19,IC-SPX-FastPT25-S2,T00281,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-19 10:08),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-19,QQQ-IC-0DTE-HedgeA-S1,T00275,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-19 12:55),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-19,QQQ-IC-0DTE-HedgeC-S3,T00276,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-19 12:26),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-19,QQQ-IC-0DTE-HedgeD-Conditional,T00273,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-19 13:10),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-19,QQQ-IC-0DTE-HedgeTest,T00274,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-19 12:56),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-20,IC-SPX-FastPT25-S2,T00254,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-20 09:46),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-20,IC-SPX-FastPT25-S2,T00255,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-20 09:41),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-20,IC-SPX-FastPT25-S2,T00256,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-20 09:36),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-20,IC-SPX-FastPT25-S2,T00257,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-20 10:05),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-05-20,QQQ-IC-0DTE-HedgeC-S3,T00248,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-05-20 11:16),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-06-02,Trendy-Paper-v1,T00167,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-06-05 09:45),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-06-05,IC-SPX-FastPT25-S2,T00166,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-06-05 12:01),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
2026-03-05,2026-07-02,2026-06-08,IC-SPX-FastPT25-S2,T00161,CLOSED_AT_MAE,INFO,MECHANICS,S,mae_date == close_date (2026-06-08 11:33),close should not coincide with the worst mark,"the exit fired at the worst point of the position's life — expected for a stop, a finding for anything else",the Trades list: which mechanic generated the closing order
